id,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,reanalysis_dew_point_temp_k_back_2,reanalysis_specific_humidity_g_per_kg_back_2,station_avg_temp_c_back_2,station_min_temp_c_back_2,reanalysis_dew_point_temp_k_back_1,reanalysis_specific_humidity_g_per_kg_back_1,station_avg_temp_c_back_1,station_min_temp_c_back_1,reanalysis_dew_point_temp_k_back_3,reanalysis_specific_humidity_g_per_kg_back_3,station_avg_temp_c_back_3,station_min_temp_c_back_3,reanalysis_dew_point_temp_k_back_4,reanalysis_specific_humidity_g_per_kg_back_4,station_avg_temp_c_back_4,station_min_temp_c_back_4,a_back_5,b_back_5,c_back_5,d_back_5,a_back_6,b_back_6,c_back_6,d_back_6,a_back_7,b_back_7,c_back_7,d_back_7,a_back_8,b_back_8,c_back_8,d_back_8
241,0.037849023,0.099236142,0.160879268,0.21126932,45.95,297.8085714,297.95,295.2042857,299.4,296.6,106.09,85.57,45.95,16.58,1.5,26.37142857,6.185714286,30,22.2,58.2,294.2114286,15.59571429,26.64285714,22.2,293.9385714,15.32714286,26.58571429,21.7,295.6742857,17.06714286,27.31428571,22.2,292.7342857,14.25,25.7,20,293.3085714,14.69857143,25.77142857,21.7,292.83,14.28142857,24.75714286,20,293.5328571,14.94714286,26.12857143,20.6,293.91,15.27428571,25.5,21.1
242,0.037850488,0.099231929,0.160903216,0.21127604,0,298.6242857,298.7428571,293.9385714,300.5,297.2,16.5,75.45571429,0,15.32714286,2.285714286,26.58571429,7.471428571,31.7,21.7,7.4,295.6742857,17.06714286,27.31428571,22.2,294.2114286,15.59571429,26.64285714,22.2,292.7342857,14.25,25.7,20,293.3085714,14.69857143,25.77142857,21.7,292.83,14.28142857,24.75714286,20,293.5328571,14.94714286,26.12857143,20.6,293.91,15.27428571,25.5,21.1,293.0257143,14.46,26.08571429,20
243,0.037849756,0.099234035,0.160891242,0.21127268,0,298.5814286,298.6928571,294.2114286,300.6,296.9,12.2,76.91428571,0,15.59571429,2.728571429,26.64285714,8.185714286,31.7,22.2,12.9,292.7342857,14.25,25.7,20,295.6742857,17.06714286,27.31428571,22.2,293.3085714,14.69857143,25.77142857,21.7,292.83,14.28142857,24.75714286,20,293.5328571,14.94714286,26.12857143,20.6,293.91,15.27428571,25.5,21.1,293.0257143,14.46,26.08571429,20,293.8828571,15.22714286,26.62857143,20.6
244,0.2438,0.045,0.2152556,0.1947778,71.43,298.8385714,299.1071429,295.6742857,301.5,296.7,30.4,82.86714286,71.43,17.06714286,3.271428571,27.31428571,8.742857143,32.8,22.2,9.2,293.3085714,14.69857143,25.77142857,21.7,292.7342857,14.25,25.7,20,292.83,14.28142857,24.75714286,20,293.5328571,14.94714286,26.12857143,20.6,293.91,15.27428571,25.5,21.1,293.0257143,14.46,26.08571429,20,293.8828571,15.22714286,26.62857143,20.6,293.1328571,14.53,25.92857143,21.7
245,0.223075,0.2193333,0.2886167,0.2587429,0,297.33,297.4,292.7342857,300.1,294.7,12.5,75.83857143,0,14.25,2.371428571,25.7,7.685714286,31.7,20,40.4,292.83,14.28142857,24.75714286,20,293.3085714,14.69857143,25.77142857,21.7,293.5328571,14.94714286,26.12857143,20.6,293.91,15.27428571,25.5,21.1,293.0257143,14.46,26.08571429,20,293.8828571,15.22714286,26.62857143,20.6,293.1328571,14.53,25.92857143,21.7,293.4442857,14.85285714,25.24285714,20
246,0.2334375,0.1416333,0.1755714,0.1716143,0,298.2842857,298.45,293.3085714,299.9,296.8,3.59,74.04714286,0,14.69857143,2.357142857,25.77142857,7.685714286,30,21.7,10.5,293.5328571,14.94714286,26.12857143,20.6,292.83,14.28142857,24.75714286,20,293.91,15.27428571,25.5,21.1,293.0257143,14.46,26.08571429,20,293.8828571,15.22714286,26.62857143,20.6,293.1328571,14.53,25.92857143,21.7,293.4442857,14.85285714,25.24285714,20,293.8114286,15.19142857,25.5,21.1
247,-0.1193,-0.0359,0.2122571,0.2293714,37.99,296.5842857,296.7071429,292.83,299.1,295,32.88,79.55285714,37.99,14.28142857,1.785714286,24.75714286,7.114285714,28.9,20,29,293.91,15.27428571,25.5,21.1,293.5328571,14.94714286,26.12857143,20.6,293.0257143,14.46,26.08571429,20,293.8828571,15.22714286,26.62857143,20.6,293.1328571,14.53,25.92857143,21.7,293.4442857,14.85285714,25.24285714,20,293.8114286,15.19142857,25.5,21.1,292.8214286,14.30428571,25.25714286,21.1
248,0.05175,0.1268,0.1772286,0.1340714,0,297.5928571,298.0142857,293.5328571,300.5,295,6.2,78.33,0,14.94714286,3.628571429,26.12857143,9.042857143,32.8,20.6,9.9,293.0257143,14.46,26.08571429,20,293.91,15.27428571,25.5,21.1,293.8828571,15.22714286,26.62857143,20.6,293.1328571,14.53,25.92857143,21.7,293.4442857,14.85285714,25.24285714,20,293.8114286,15.19142857,25.5,21.1,292.8214286,14.30428571,25.25714286,21.1,290.6314286,12.48142857,24.62857143,18.9
249,-0.033775,0.1449,0.21726,0.2099429,0,297.35,297.65,293.91,300.2,295.6,43.3,81.40428571,0,15.27428571,2.157142857,25.5,7.285714286,31.7,21.1,26.9,293.8828571,15.22714286,26.62857143,20.6,293.0257143,14.46,26.08571429,20,293.1328571,14.53,25.92857143,21.7,293.4442857,14.85285714,25.24285714,20,293.8114286,15.19142857,25.5,21.1,292.8214286,14.30428571,25.25714286,21.1,290.6314286,12.48142857,24.62857143,18.9,290.3785714,12.33142857,25.24285714,20
250,0.03233333,0.059325,0.1748857,0.1713857,0,297.8557143,298.0142857,293.0257143,300.5,295.2,3.6,74.65571429,0,14.46,3.8,26.08571429,9.614285714,32.8,20,0,293.1328571,14.53,25.92857143,21.7,293.8828571,15.22714286,26.62857143,20.6,293.4442857,14.85285714,25.24285714,20,293.8114286,15.19142857,25.5,21.1,292.8214286,14.30428571,25.25714286,21.1,290.6314286,12.48142857,24.62857143,18.9,290.3785714,12.33142857,25.24285714,20,292.5557143,14.12285714,25.97142857,19.4
251,0.0614,0.1021125,0.1753143,0.2123286,0,298.2214286,298.4642857,293.8828571,300.5,295.8,10.07,77.02142857,0,15.22714286,2.814285714,26.62857143,8.657142857,32.2,20.6,2.8,293.4442857,14.85285714,25.24285714,20,293.1328571,14.53,25.92857143,21.7,293.8114286,15.19142857,25.5,21.1,292.8214286,14.30428571,25.25714286,21.1,290.6314286,12.48142857,24.62857143,18.9,290.3785714,12.33142857,25.24285714,20,292.5557143,14.12285714,25.97142857,19.4,294.3385714,15.73571429,27.28571429,22.8
252,0.0935,0.06486667,0.1020143,0.1254143,0,297.5085714,297.5142857,293.1328571,299.4,295.9,29.08,76.63428571,0,14.53,1.971428571,25.92857143,7.285714286,31.7,21.7,29.5,293.8114286,15.19142857,25.5,21.1,293.4442857,14.85285714,25.24285714,20,292.8214286,14.30428571,25.25714286,21.1,290.6314286,12.48142857,24.62857143,18.9,290.3785714,12.33142857,25.24285714,20,292.5557143,14.12285714,25.97142857,19.4,294.3385714,15.73571429,27.28571429,22.8,293.5542857,15.01,26.65714286,21.1
253,0.07355,0.06865,0.12292,0.10996,0,297.1757143,297.2571429,293.4442857,299.5,295.4,50.73,79.81714286,0,14.85285714,2.428571429,25.24285714,8.4,30.6,20,51.7,292.8214286,14.30428571,25.25714286,21.1,293.8114286,15.19142857,25.5,21.1,290.6314286,12.48142857,24.62857143,18.9,290.3785714,12.33142857,25.24285714,20,292.5557143,14.12285714,25.97142857,19.4,294.3385714,15.73571429,27.28571429,22.8,293.5542857,15.01,26.65714286,21.1,292.1,13.69,26.32857143,21.7
254,0.14535,0.079575,0.1823429,0.1864857,0,297.0814286,297.2785714,293.8114286,299.4,295.2,36.42,82.05285714,0,15.19142857,2.071428571,25.5,7.057142857,30,21.1,16.9,290.6314286,12.48142857,24.62857143,18.9,292.8214286,14.30428571,25.25714286,21.1,290.3785714,12.33142857,25.24285714,20,292.5557143,14.12285714,25.97142857,19.4,294.3385714,15.73571429,27.28571429,22.8,293.5542857,15.01,26.65714286,21.1,292.1,13.69,26.32857143,21.7,294.2028571,15.61714286,27.84285714,22.2
255,0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.0857143,292.8214286,299.6,294.6,18.6,77.02,19.43,14.30428571,2.057142857,25.25714286,6.757142857,31.7,21.1,16.5,290.3785714,12.33142857,25.24285714,20,290.6314286,12.48142857,24.62857143,18.9,292.5557143,14.12285714,25.97142857,19.4,294.3385714,15.73571429,27.28571429,22.8,293.5542857,15.01,26.65714286,21.1,292.1,13.69,26.32857143,21.7,294.2028571,15.61714286,27.84285714,22.2,295.4285714,16.82285714,27.77142857,22.8
256,0.031,0.23165,0.2074333,0.2497143,0,296.48,296.7071429,290.6314286,300.4,294,6.7,69.86142857,0,12.48142857,3.3,24.62857143,8.414285714,31.7,18.9,2.3,292.5557143,14.12285714,25.97142857,19.4,290.3785714,12.33142857,25.24285714,20,294.3385714,15.73571429,27.28571429,22.8,293.5542857,15.01,26.65714286,21.1,292.1,13.69,26.32857143,21.7,294.2028571,15.61714286,27.84285714,22.2,295.4285714,16.82285714,27.77142857,22.8,295.3985714,16.78857143,26.91428571,21.7
257,0.19862,0.259575,0.24515,0.3054571,0,296.8871429,297.0428571,290.3785714,300,293.5,4.6,67.36428571,0,12.33142857,4,25.24285714,7.757142857,30,20,4.1,294.3385714,15.73571429,27.28571429,22.8,292.5557143,14.12285714,25.97142857,19.4,293.5542857,15.01,26.65714286,21.1,292.1,13.69,26.32857143,21.7,294.2028571,15.61714286,27.84285714,22.2,295.4285714,16.82285714,27.77142857,22.8,295.3985714,16.78857143,26.91428571,21.7,295.9942857,17.41285714,27.22857143,22.2
258,0.11481,0.2494,0.2327857,0.2684143,0,297.6657143,297.9214286,292.5557143,300.9,294.6,0,73.4,0,14.12285714,3.614285714,25.97142857,8.957142857,32.8,19.4,0,293.5542857,15.01,26.65714286,21.1,294.3385714,15.73571429,27.28571429,22.8,292.1,13.69,26.32857143,21.7,294.2028571,15.61714286,27.84285714,22.2,295.4285714,16.82285714,27.77142857,22.8,295.3985714,16.78857143,26.91428571,21.7,295.9942857,17.41285714,27.22857143,22.2,295.9928571,17.41142857,27.7,23.3
259,0.156715,0.03495,0.1719143,0.1489429,5.43,298.56,298.7428571,294.3385714,300.6,296.9,2.1,77.60571429,5.43,15.73571429,2.828571429,27.28571429,7.785714286,32.8,22.8,0,292.1,13.69,26.32857143,21.7,293.5542857,15.01,26.65714286,21.1,294.2028571,15.61714286,27.84285714,22.2,295.4285714,16.82285714,27.77142857,22.8,295.3985714,16.78857143,26.91428571,21.7,295.9942857,17.41285714,27.22857143,22.2,295.9928571,17.41142857,27.7,23.3,295.8271429,17.21714286,27.3,22.8
260,0.1017,0.1127,0.2601571,0.2366143,6.44,297.83,298.0071429,293.5542857,300.2,296,19.6,77.32142857,6.44,15.01,2.614285714,26.65714286,7.3,32.8,21.1,72,294.2028571,15.61714286,27.84285714,22.2,292.1,13.69,26.32857143,21.7,295.4285714,16.82285714,27.77142857,22.8,295.3985714,16.78857143,26.91428571,21.7,295.9942857,17.41285714,27.22857143,22.2,295.9928571,17.41142857,27.7,23.3,295.8271429,17.21714286,27.3,22.8,295.8928571,17.29571429,27.77142857,22.8
261,0.1281,0.150025,0.2205429,0.1873,0,297.5114286,297.6857143,292.1,300.2,295.8,2.7,71.93714286,0,13.69,2.657142857,26.32857143,6.657142857,31.1,21.7,1,295.4285714,16.82285714,27.77142857,22.8,294.2028571,15.61714286,27.84285714,22.2,295.3985714,16.78857143,26.91428571,21.7,295.9942857,17.41285714,27.22857143,22.2,295.9928571,17.41142857,27.7,23.3,295.8271429,17.21714286,27.3,22.8,295.8928571,17.29571429,27.77142857,22.8,296.6257143,18.05285714,28.84285714,24.4
262,0.1149,0.1521,0.2145429,0.1579714,20.96,298.7885714,299.0714286,294.2028571,301.6,297.3,4.1,76.07285714,20.96,15.61714286,2.942857143,27.84285714,9.142857143,34.4,22.2,2.8,295.3985714,16.78857143,26.91428571,21.7,295.4285714,16.82285714,27.77142857,22.8,295.9942857,17.41285714,27.22857143,22.2,295.9928571,17.41142857,27.7,23.3,295.8271429,17.21714286,27.3,22.8,295.8928571,17.29571429,27.77142857,22.8,296.6257143,18.05285714,28.84285714,24.4,296.7414286,18.20714286,29.21428571,24.4
263,0.14345,0.1115,0.1990714,0.1708857,9.01,299.1314286,299.3571429,295.4285714,301.8,297,9,80.26142857,9.01,16.82285714,3,27.77142857,7.3,34.4,22.8,29.7,295.9942857,17.41285714,27.22857143,22.2,295.3985714,16.78857143,26.91428571,21.7,295.9928571,17.41142857,27.7,23.3,295.8271429,17.21714286,27.3,22.8,295.8928571,17.29571429,27.77142857,22.8,296.6257143,18.05285714,28.84285714,24.4,296.7414286,18.20714286,29.21428571,24.4,296.1457143,17.56571429,29.65714286,25
264,0.0363,0.096525,0.1664333,0.1605714,119.62,298.9957143,299.0857143,295.3985714,301.7,297.1,17.4,80.86571429,119.62,16.78857143,2.857142857,26.91428571,6.271428571,31.1,21.7,101.6,295.9928571,17.41142857,27.7,23.3,295.9942857,17.41285714,27.22857143,22.2,295.8271429,17.21714286,27.3,22.8,295.8928571,17.29571429,27.77142857,22.8,296.6257143,18.05285714,28.84285714,24.4,296.7414286,18.20714286,29.21428571,24.4,296.1457143,17.56571429,29.65714286,25,296.5828571,18.01285714,29.28571429,24.4
265,0.0322,0.1621333,0.2318286,0.2402714,204.62,299.4542857,299.5785714,295.9942857,301.7,297.3,17.3,81.44714286,204.62,17.41285714,2.328571429,27.22857143,7.342857143,31.7,22.2,97.5,295.8271429,17.21714286,27.3,22.8,295.9928571,17.41142857,27.7,23.3,295.8928571,17.29571429,27.77142857,22.8,296.6257143,18.05285714,28.84285714,24.4,296.7414286,18.20714286,29.21428571,24.4,296.1457143,17.56571429,29.65714286,25,296.5828571,18.01285714,29.28571429,24.4,296.8485714,18.35428571,29.22857143,25
266,0.03425,0.2412,0.1024714,0.1095714,178.89,299.6028571,299.6071429,295.9928571,302,298.1,20.33,80.72714286,178.89,17.41142857,1.957142857,27.7,7.328571429,33.3,23.3,9.1,295.8928571,17.29571429,27.77142857,22.8,295.8271429,17.21714286,27.3,22.8,296.6257143,18.05285714,28.84285714,24.4,296.7414286,18.20714286,29.21428571,24.4,296.1457143,17.56571429,29.65714286,25,296.5828571,18.01285714,29.28571429,24.4,296.8485714,18.35428571,29.22857143,25,297.2442857,18.77714286,28.55714286,23.9
267,0.15495,0.0278,0.2666143,0.2119,106.04,298.6885714,298.65,295.8271429,300.2,297.5,86.8,84.34571429,106.04,17.21714286,1.642857143,27.3,7.142857143,31.1,22.8,35.5,296.6257143,18.05285714,28.84285714,24.4,295.8928571,17.29571429,27.77142857,22.8,296.7414286,18.20714286,29.21428571,24.4,296.1457143,17.56571429,29.65714286,25,296.5828571,18.01285714,29.28571429,24.4,296.8485714,18.35428571,29.22857143,25,297.2442857,18.77714286,28.55714286,23.9,297.11,18.67285714,28.7,23.9
268,0.08955,0.0797,0.1817143,0.1559857,20.16,299.8285714,299.9,295.8928571,301.4,298.4,16.57,79.13714286,20.16,17.29571429,2.314285714,27.77142857,7.471428571,32.8,22.8,43.5,296.7414286,18.20714286,29.21428571,24.4,296.6257143,18.05285714,28.84285714,24.4,296.1457143,17.56571429,29.65714286,25,296.5828571,18.01285714,29.28571429,24.4,296.8485714,18.35428571,29.22857143,25,297.2442857,18.77714286,28.55714286,23.9,297.11,18.67285714,28.7,23.9,296.5585714,18.04285714,29,23.3
269,0.22135,0.2174,0.2199714,0.1920429,26.56,300.1157143,300.1428571,296.6257143,302.3,298.2,35.24,81.34,26.56,18.05285714,2,28.84285714,7.371428571,33.3,24.4,10.5,296.1457143,17.56571429,29.65714286,25,296.7414286,18.20714286,29.21428571,24.4,296.5828571,18.01285714,29.28571429,24.4,296.8485714,18.35428571,29.22857143,25,297.2442857,18.77714286,28.55714286,23.9,297.11,18.67285714,28.7,23.9,296.5585714,18.04285714,29,23.3,297.27,18.85714286,30.07142857,25.6
270,0.2319333,0.2115,0.2412286,0.2656857,2.04,300.68,300.8071429,296.7414286,302.7,298.7,13.7,79.38,2.04,18.20714286,2.757142857,29.21428571,6.342857143,33.9,24.4,15.8,296.5828571,18.01285714,29.28571429,24.4,296.1457143,17.56571429,29.65714286,25,296.8485714,18.35428571,29.22857143,25,297.2442857,18.77714286,28.55714286,23.9,297.11,18.67285714,28.7,23.9,296.5585714,18.04285714,29,23.3,297.27,18.85714286,30.07142857,25.6,296.8871429,18.40428571,28.42857143,23.3
271,0.3093,0.2909,0.2370571,0.2420429,41.18,301.0071429,301.0928571,296.1457143,303.2,298.6,9.22,75.06571429,41.18,17.56571429,3.042857143,29.65714286,7.828571429,34.4,25,16,296.8485714,18.35428571,29.22857143,25,296.5828571,18.01285714,29.28571429,24.4,297.2442857,18.77714286,28.55714286,23.9,297.11,18.67285714,28.7,23.9,296.5585714,18.04285714,29,23.3,297.27,18.85714286,30.07142857,25.6,296.8871429,18.40428571,28.42857143,23.3,296.85,18.39714286,29.11428571,24.4
272,0.27061665,0.17265,0.24245,0.2196714,25.89,299.9442857,299.9785714,296.5828571,302,298.5,60.59,81.96,25.89,18.01285714,1.957142857,29.28571429,7.6,34.4,24.4,21.4,297.2442857,18.77714286,28.55714286,23.9,296.8485714,18.35428571,29.22857143,25,297.11,18.67285714,28.7,23.9,296.5585714,18.04285714,29,23.3,297.27,18.85714286,30.07142857,25.6,296.8871429,18.40428571,28.42857143,23.3,296.85,18.39714286,29.11428571,24.4,296.9942857,18.54571429,29.57142857,23.9
273,0.1175,0.10775,0.1555714,0.1664857,36.58,300.4014286,300.6642857,296.8485714,302.8,299,38.3,81.09,36.58,18.35428571,2.728571429,29.22857143,7.3,33.9,25,30.6,297.11,18.67285714,28.7,23.9,297.2442857,18.77714286,28.55714286,23.9,296.5585714,18.04285714,29,23.3,297.27,18.85714286,30.07142857,25.6,296.8871429,18.40428571,28.42857143,23.3,296.85,18.39714286,29.11428571,24.4,296.9942857,18.54571429,29.57142857,23.9,297.0514286,18.63,29.37142857,24.4
274,0.194058325,0.1898,0.0942,0.1322286,101.64,299.9885714,299.9571429,297.2442857,302.3,298.6,62.31,85.08857143,101.64,18.77714286,1.6,28.55714286,6.571428571,33.3,23.9,43.3,296.5585714,18.04285714,29,23.3,297.11,18.67285714,28.7,23.9,297.27,18.85714286,30.07142857,25.6,296.8871429,18.40428571,28.42857143,23.3,296.85,18.39714286,29.11428571,24.4,296.9942857,18.54571429,29.57142857,23.9,297.0514286,18.63,29.37142857,24.4,296.9642857,18.52857143,29.58571429,25
275,0.0632,0.09466667,0.1584857,0.2030286,60.71,300,300,297.11,302.5,298.4,102.4,84.37571429,60.71,18.67285714,2.085714286,28.7,6.757142857,33.9,23.9,30.1,297.27,18.85714286,30.07142857,25.6,296.5585714,18.04285714,29,23.3,296.8871429,18.40428571,28.42857143,23.3,296.85,18.39714286,29.11428571,24.4,296.9942857,18.54571429,29.57142857,23.9,297.0514286,18.63,29.37142857,24.4,296.9642857,18.52857143,29.58571429,25,296.7714286,18.25428571,29.95714286,25.6
276,0.047,0.047,0.1991833,0.1653571,19.79,300.2628571,300.2857143,296.5585714,302.4,298.6,40.3,80.39714286,19.79,18.04285714,2.142857143,29,6.814285714,33.9,23.3,27.3,296.8871429,18.40428571,28.42857143,23.3,297.27,18.85714286,30.07142857,25.6,296.85,18.39714286,29.11428571,24.4,296.9942857,18.54571429,29.57142857,23.9,297.0514286,18.63,29.37142857,24.4,296.9642857,18.52857143,29.58571429,25,296.7714286,18.25428571,29.95714286,25.6,296.66,18.14571429,28.05714286,23.9
277,0.08396667,0.0917,0.1771571,0.1886714,4.05,300.5542857,300.6857143,297.27,303.8,298.2,17.7,82.62571429,4.05,18.85714286,3.342857143,30.07142857,6.942857143,34.4,25.6,8.7,296.85,18.39714286,29.11428571,24.4,296.8871429,18.40428571,28.42857143,23.3,296.9942857,18.54571429,29.57142857,23.9,297.0514286,18.63,29.37142857,24.4,296.9642857,18.52857143,29.58571429,25,296.7714286,18.25428571,29.95714286,25.6,296.66,18.14571429,28.05714286,23.9,296.6342857,18.13857143,28.38571429,24.4
278,0.1131,0.0862,0.1374,0.1324714,75.11,299.9528571,299.9857143,296.8871429,301.9,298.1,96.1,83.49142857,75.11,18.40428571,2.114285714,28.42857143,7.657142857,33.3,23.3,66,296.9942857,18.54571429,29.57142857,23.9,296.85,18.39714286,29.11428571,24.4,297.0514286,18.63,29.37142857,24.4,296.9642857,18.52857143,29.58571429,25,296.7714286,18.25428571,29.95714286,25.6,296.66,18.14571429,28.05714286,23.9,296.6342857,18.13857143,28.38571429,24.4,296.1614286,17.62142857,27.84285714,23.3
279,0.0326,0.07256667,0.17236,0.1968143,35.83,300.1742857,300.2428571,296.85,302.4,298.5,55.21,82.22571429,35.83,18.39714286,2.228571429,29.11428571,5.928571429,32.2,24.4,12.8,297.0514286,18.63,29.37142857,24.4,296.9942857,18.54571429,29.57142857,23.9,296.9642857,18.52857143,29.58571429,25,296.7714286,18.25428571,29.95714286,25.6,296.66,18.14571429,28.05714286,23.9,296.6342857,18.13857143,28.38571429,24.4,296.1614286,17.62142857,27.84285714,23.3,296.3371429,17.84714286,27.47142857,23.3
280,0.1071,0.1836,0.18515,0.1699571,20.23,301.2185714,301.35,296.9942857,303.9,298.2,8.6,78.14571429,20.23,18.54571429,3.7,29.57142857,7.914285714,34.4,23.9,20.4,296.9642857,18.52857143,29.58571429,25,297.0514286,18.63,29.37142857,24.4,296.7714286,18.25428571,29.95714286,25.6,296.66,18.14571429,28.05714286,23.9,296.6342857,18.13857143,28.38571429,24.4,296.1614286,17.62142857,27.84285714,23.3,296.3371429,17.84714286,27.47142857,23.3,296.17,17.67,28.04285714,23.3
281,0.0568,0.0546,0.1436857,0.1392,40.29,300.21,300.2,297.0514286,302.2,298.1,122.7,82.91142857,40.29,18.63,2.371428571,29.37142857,7.442857143,35,24.4,77.1,296.7714286,18.25428571,29.95714286,25.6,296.9642857,18.52857143,29.58571429,25,296.66,18.14571429,28.05714286,23.9,296.6342857,18.13857143,28.38571429,24.4,296.1614286,17.62142857,27.84285714,23.3,296.3371429,17.84714286,27.47142857,23.3,296.17,17.67,28.04285714,23.3,295.22,16.60428571,27.22857143,23.3
282,0.1186333,0.0846,0.1810167,0.2176167,121.4,300.0671429,300.1357143,296.9642857,302.5,298.3,82.5,83.31428571,121.4,18.52857143,2.442857143,29.58571429,6.914285714,35.6,25,71.2,296.66,18.14571429,28.05714286,23.9,296.7714286,18.25428571,29.95714286,25.6,296.6342857,18.13857143,28.38571429,24.4,296.1614286,17.62142857,27.84285714,23.3,296.3371429,17.84714286,27.47142857,23.3,296.17,17.67,28.04285714,23.3,295.22,16.60428571,27.22857143,23.3,295.37,16.77,27.15714286,22.8
283,0.1068,0.08366667,0.092,0.09934286,36.72,300.1557143,300.2071429,296.7714286,301.8,298.7,11.6,81.85428571,36.72,18.25428571,1.9,29.95714286,7.285714286,34.4,25.6,13.3,296.6342857,18.13857143,28.38571429,24.4,296.66,18.14571429,28.05714286,23.9,296.1614286,17.62142857,27.84285714,23.3,296.3371429,17.84714286,27.47142857,23.3,296.17,17.67,28.04285714,23.3,295.22,16.60428571,27.22857143,23.3,295.37,16.77,27.15714286,22.8,295.14,16.54142857,27.31428571,22.8
284,0.2808,0.2151,0.1463429,0.1295571,68.18,299.7814286,299.7285714,296.66,301.9,297.2,74.5,83.13571429,68.18,18.14571429,2.285714286,28.05714286,6.771428571,32.2,23.9,45.6,296.1614286,17.62142857,27.84285714,23.3,296.6342857,18.13857143,28.38571429,24.4,296.3371429,17.84714286,27.47142857,23.3,296.17,17.67,28.04285714,23.3,295.22,16.60428571,27.22857143,23.3,295.37,16.77,27.15714286,22.8,295.14,16.54142857,27.31428571,22.8,295.8371429,17.25714286,27.2,22.8
285,0.040825,0.0966,0.1316,0.1375429,45.63,299.54,299.5642857,296.6342857,301.4,298,53.98,84.20714286,45.63,18.13857143,1.814285714,28.38571429,6.928571429,32.2,24.4,19.1,296.3371429,17.84714286,27.47142857,23.3,296.1614286,17.62142857,27.84285714,23.3,296.17,17.67,28.04285714,23.3,295.22,16.60428571,27.22857143,23.3,295.37,16.77,27.15714286,22.8,295.14,16.54142857,27.31428571,22.8,295.8371429,17.25714286,27.2,22.8,294.6871429,16.06571429,27.01428571,22.2
286,0.033625,0.09466,0.09144286,0.1194429,55.67,299.7942857,299.8428571,296.1614286,301.8,297.8,40.8,80.66428571,55.67,17.62142857,2.028571429,27.84285714,7.171428571,33.9,23.3,39.1,296.17,17.67,28.04285714,23.3,296.3371429,17.84714286,27.47142857,23.3,295.22,16.60428571,27.22857143,23.3,295.37,16.77,27.15714286,22.8,295.14,16.54142857,27.31428571,22.8,295.8371429,17.25714286,27.2,22.8,294.6871429,16.06571429,27.01428571,22.2,294.7314286,16.10571429,26.61428571,22.2
287,0.037225,0.1326,0.1581857,0.1374429,54.74,299.4414286,299.4214286,296.3371429,301.8,297.6,46.4,83.21428571,54.74,17.84714286,2.385714286,27.47142857,7.257142857,32.2,23.3,53.6,295.22,16.60428571,27.22857143,23.3,296.17,17.67,28.04285714,23.3,295.37,16.77,27.15714286,22.8,295.14,16.54142857,27.31428571,22.8,295.8371429,17.25714286,27.2,22.8,294.6871429,16.06571429,27.01428571,22.2,294.7314286,16.10571429,26.61428571,22.2,293.9714286,15.37142857,25.71428571,22.2
288,0.2346,0.07825,0.2700714,0.2854286,30.3,299.7728571,299.9428571,296.17,302.3,298.1,40.4,80.86428571,30.3,17.67,3,28.04285714,7.642857143,33.9,23.3,13.5,295.37,16.77,27.15714286,22.8,295.22,16.60428571,27.22857143,23.3,295.14,16.54142857,27.31428571,22.8,295.8371429,17.25714286,27.2,22.8,294.6871429,16.06571429,27.01428571,22.2,294.7314286,16.10571429,26.61428571,22.2,293.9714286,15.37142857,25.71428571,22.2,294.54,15.88857143,25.18571429,21.7
289,0.0174,0.02905,0.2089143,0.2354857,0,299.0971429,299.2857143,295.22,301.1,297.5,32.4,79.40428571,0,16.60428571,1.914285714,27.22857143,6.871428571,31.7,23.3,53.6,295.14,16.54142857,27.31428571,22.8,295.37,16.77,27.15714286,22.8,295.8371429,17.25714286,27.2,22.8,294.6871429,16.06571429,27.01428571,22.2,294.7314286,16.10571429,26.61428571,22.2,293.9714286,15.37142857,25.71428571,22.2,294.54,15.88857143,25.18571429,21.7,294.6614286,16.01571429,26.25714286,21.7
290,0.0406,0.07475,0.19625,0.1903429,24.86,299.6228571,299.8071429,295.37,301.9,297.8,9.9,77.63857143,24.86,16.77,2.557142857,27.15714286,7.185714286,31.1,22.8,2.8,295.8371429,17.25714286,27.2,22.8,295.14,16.54142857,27.31428571,22.8,294.6871429,16.06571429,27.01428571,22.2,294.7314286,16.10571429,26.61428571,22.2,293.9714286,15.37142857,25.71428571,22.2,294.54,15.88857143,25.18571429,21.7,294.6614286,16.01571429,26.25714286,21.7,294.5514286,15.91714286,25.97142857,21.7
